age,annual_income,spending_score,online_purchase_frequency,store_visits_per_month
47.0,98524.0,65.0,5,7
31.0,85862.0,78.0,7,9
36.0,101275.0,87.0,5,6
26.0,108391.0,80.0,10,4
33.0,87097.0,69.0,5,11
36.0,86436.0,80.0,3,3
34.0,101627.0,94.0,8,5
48.0,102637.0,90.0,7,4
32.0,85817.0,80.0,3,3
26.0,86639.0,88.0,10,5
26.0,87746.0,77.0,4,4
42.0,79244.0,66.0,9,8
21.0,82651.0,73.0,10,5
33.0,81967.0,93.0,15,6
48.0,83858.0,78.0,9,9
38.0,89723.0,78.0,7,6
34.0,91874.0,78.0,4,6
35.0,102404.0,95.0,5,6
25.0,82013.0,93.0,8,9
26.0,97875.0,98.0,6,7
33.0,88288.0,79.0,4,8
38.0,89604.0,82.0,9,2
44.0,95399.0,68.0,5,5
36.0,81018.0,92.0,10,5
49.0,93059.0,71.0,12,4
51.0,91332.0,82.0,9,4
43.0,93940.0,71.0,6,7
47.0,92313.0,75.0,10,8
25.0,109642.0,73.0,12,7
24.0,84898.0,75.0,7,7
40.0,85752.0,76.0,5,9
22.0,85015.0,76.0,15,7
32.0,85556.0,87.0,13,5
43.0,84901.0,71.0,8,5
49.0,99512.0,82.0,10,9
32.0,101364.0,90.0,6,6
29.0,85434.0,76.0,8,10
38.0,83341.0,74.0,10,7
24.0,93771.0,78.0,6,7
33.0,85582.0,89.0,3,6
35.0,95063.0,82.0,10,3
35.0,91623.0,76.0,4,5
36.0,77874.0,84.0,10,4
27.0,102380.0,71.0,9,8
28.0,104367.0,85.0,10,6
28.0,85098.0,83.0,9,10
19.0,86898.0,78.0,8,3
38.0,92287.0,73.0,12,3
44.0,92676.0,73.0,11,11
43.0,95268.0,84.0,7,3
32.0,106082.0,90.0,9,4
27.0,88584.0,75.0,13,5
42.0,83614.0,84.0,6,4
41.0,78965.0,63.0,6,6
37.0,84153.0,75.0,5,6
52.0,89735.0,80.0,5,2
35.0,104356.0,73.0,8,4
32.0,85859.0,73.0,7,4
31.0,91790.0,75.0,7,7
19.0,89869.0,82.0,7,3
42.0,99507.0,79.0,7,3
34.0,110215.0,62.0,7,6
40.0,85753.0,63.0,7,2
53.0,86084.0,75.0,9,5
31.0,98353.0,84.0,6,5
18.0,95455.0,58.0,11,2
40.0,104774.0,76.0,8,5
37.0,94671.0,76.0,14,6
28.0,87126.0,91.0,6,4
39.0,94725.0,77.0,5,3
43.0,98870.0,83.0,7,8
26.0,96564.0,81.0,6,2
32.0,94058.0,63.0,10,5
50.0,98533.0,86.0,5,1
28.0,99354.0,82.0,7,6
36.0,101057.0,84.0,12,6
18.0,95190.0,111.0,6,6
20.0,88663.0,63.0,2,3
37.0,91174.0,94.0,6,4
47.0,99652.0,78.0,4,6
21.0,83465.0,82.0,7,5
36.0,92949.0,80.0,11,5
31.0,86853.0,77.0,5,3
45.0,90230.0,75.0,7,4
23.0,100228.0,83.0,6,1
39.0,91529.0,68.0,4,7
28.0,90371.0,86.0,9,3
37.0,79121.0,77.0,8,6
36.0,95970.0,71.0,11,4
32.0,95164.0,76.0,6,4
40.0,107306.0,90.0,13,9
35.0,87538.0,76.0,10,4
34.0,91753.0,83.0,7,6
31.0,91995.0,74.0,7,9
36.0,102620.0,86.0,5,2
37.0,89238.0,85.0,6,6
25.0,92232.0,95.0,6,6
32.0,94863.0,79.0,12,1
24.0,91493.0,85.0,11,3
35.0,86429.0,81.0,8,4
29.0,91553.0,90.0,10,5
43.0,98589.0,74.0,10,3
42.0,81788.0,86.0,5,5
26.0,91064.0,78.0,10,6
35.0,84399.0,79.0,5,9
41.0,99560.0,81.0,9,3
33.0,77815.0,82.0,7,5
28.0,85529.0,79.0,8,7
24.0,93018.0,82.0,8,8
44.0,102524.0,93.0,7,3
44.0,89474.0,88.0,15,3
33.0,85558.0,87.0,12,3
43.0,105049.0,76.0,11,8
18.0,78416.0,73.0,9,7
48.0,72410.0,88.0,5,5
33.0,93520.0,87.0,10,3
36.0,85984.0,92.0,7,6
32.0,81830.0,75.0,2,7
49.0,95667.0,78.0,11,3
24.0,91950.0,67.0,8,7
50.0,85487.0,77.0,4,8
39.0,79758.0,88.0,11,3
41.0,96980.0,76.0,10,2
32.0,95202.0,85.0,7,4
22.0,89207.0,78.0,11,4
44.0,104773.0,83.0,4,3
38.0,81439.0,71.0,7,6
49.0,77796.0,81.0,12,1
33.0,84465.0,56.0,5,8
31.0,89635.0,79.0,8,8
49.0,91947.0,67.0,10,10
54.0,88070.0,90.0,8,5
35.0,92816.0,86.0,4,3
27.0,79988.0,84.0,3,4
43.0,101550.0,92.0,8,5
32.0,89343.0,72.0,13,6
41.0,98938.0,94.0,10,3
32.0,92742.0,87.0,12,9
51.0,93654.0,78.0,2,6
28.0,94558.0,89.0,8,6
40.0,93582.0,71.0,6,3
30.0,95142.0,73.0,6,5
32.0,100633.0,75.0,6,6
31.0,91572.0,76.0,9,9
42.0,95672.0,72.0,6,3
44.0,89282.0,90.0,5,3
41.0,101521.0,78.0,7,6
34.0,84589.0,83.0,8,5
36.0,104408.0,75.0,10,4
44.0,89679.0,65.0,5,3
44.0,78554.0,82.0,6,2
18.0,91025.0,65.0,9,4
32.0,84552.0,79.0,9,5
33.0,96725.0,69.0,5,3
42.0,84779.0,96.0,8,5
34.0,86431.0,87.0,12,2
42.0,74884.0,81.0,5,3
24.0,86382.0,90.0,8,3
38.0,70609.0,73.0,11,9
44.0,77329.0,84.0,7,3
20.0,96083.0,82.0,7,2
60.0,96286.0,82.0,6,0
47.0,93404.0,90.0,11,7
35.0,82264.0,86.0,9,3
27.0,89618.0,82.0,6,5
33.0,89971.0,67.0,10,5
36.0,80733.0,72.0,7,5
39.0,102027.0,79.0,8,7
50.0,97019.0,81.0,9,6
30.0,88232.0,71.0,10,5
41.0,90215.0,99.0,8,6
22.0,91667.0,92.0,10,3
31.0,73666.0,85.0,11,2
39.0,88023.0,81.0,8,3
42.0,84544.0,78.0,7,9
27.0,81987.0,72.0,9,4
31.0,87751.0,81.0,7,4
50.0,104381.0,82.0,8,5
47.0,95127.0,70.0,7,5
37.0,85431.0,83.0,10,4
18.0,94581.0,79.0,7,5
60.0,101195.0,65.0,9,5
35.0,97397.0,73.0,7,6
32.0,90477.0,77.0,6,6
30.0,84825.0,95.0,3,3
39.0,95586.0,84.0,8,4
39.0,93148.0,69.0,7,1
45.0,97162.0,84.0,12,7
26.0,95081.0,68.0,9,13
32.0,98396.0,89.0,7,7
55.0,85718.0,76.0,13,1
37.0,100539.0,79.0,6,7
33.0,91581.0,91.0,7,3
26.0,106602.0,70.0,6,6
40.0,84486.0,69.0,3,3
45.0,103888.0,75.0,9,4
44.0,91583.0,88.0,7,6
32.0,84789.0,68.0,7,8
39.0,86129.0,57.0,7,7
52.0,87437.0,76.0,9,6
46.0,93393.0,84.0,4,3
27.0,94183.0,90.0,12,4
18.0,85410.0,76.0,11,3
38.0,89805.0,77.0,9,5
43.0,107138.0,89.0,6,3
24.0,103820.0,65.0,3,2
35.0,93491.0,77.0,10,6
32.0,90304.0,82.0,9,5
36.0,90960.0,84.0,3,6
30.0,94908.0,76.0,4,8
48.0,81818.0,80.0,4,4
36.0,87941.0,60.0,11,5
26.0,76651.0,75.0,9,6
44.0,93194.0,84.0,4,7
22.0,95178.0,72.0,14,4
48.0,86135.0,80.0,7,5
45.0,102592.0,84.0,11,7
49.0,80194.0,77.0,7,4
33.0,78285.0,81.0,7,5
30.0,91796.0,72.0,15,3
36.0,98377.0,78.0,7,5
34.0,103471.0,85.0,7,5
28.0,86329.0,81.0,10,8
29.0,98629.0,75.0,8,5
31.0,89692.0,82.0,6,4
23.0,88619.0,86.0,5,9
42.0,97069.0,64.0,10,6
34.0,95219.0,89.0,9,5
32.0,77389.0,77.0,8,1
24.0,101812.0,83.0,12,5
23.0,101041.0,90.0,10,8
54.0,84995.0,69.0,7,7
29.0,93166.0,74.0,8,7
41.0,93952.0,78.0,6,5
37.0,92085.0,74.0,7,4
18.0,85598.0,94.0,7,7
53.0,84627.0,73.0,6,6
42.0,89796.0,76.0,4,11
27.0,99382.0,82.0,3,4
35.0,94349.0,70.0,5,5
24.0,87035.0,77.0,7,6
53.0,96174.0,83.0,15,8
26.0,67212.0,77.0,9,8
30.0,99190.0,79.0,8,6
28.0,76082.0,76.0,6,8
36.0,87100.0,68.0,10,4
49.0,81043.0,83.0,10,8
53.0,79643.0,94.0,8,6
31.0,99287.0,80.0,6,5
39.0,86258.0,82.0,5,5
36.0,92772.0,86.0,12,6
25.0,89625.0,70.0,6,6
59.0,93816.0,94.0,9,4
49.0,90615.0,82.0,4,3
37.0,79736.0,93.0,10,7
51.0,97970.0,74.0,6,4
47.0,86050.0,95.0,7,5
36.0,77547.0,86.0,9,3
38.0,86575.0,84.0,1,5
50.0,102006.0,82.0,4,5
26.0,96802.0,78.0,10,4
52.0,87211.0,90.0,9,2
33.0,87206.0,81.0,14,6
50.0,87427.0,64.0,7,2
35.0,106614.0,71.0,15,5
38.0,93055.0,79.0,4,6
35.0,93440.0,82.0,10,7
30.0,98242.0,80.0,11,3
32.0,91910.0,90.0,12,3
49.0,87928.0,64.0,16,5
18.0,88429.0,81.0,6,3
23.0,89427.0,65.0,9,3
28.0,89702.0,86.0,8,3
24.0,95821.0,79.0,15,3
50.0,90416.0,83.0,6,4
48.0,95861.0,73.0,10,4
41.0,89354.0,90.0,5,4
29.0,90629.0,88.0,8,3
48.0,74014.0,85.0,8,5
19.0,97331.0,79.0,12,6
56.0,92772.0,85.0,15,9
28.0,97984.0,74.0,5,4
32.0,66830.0,87.0,6,4
31.0,106707.0,93.0,8,1
24.0,88883.0,89.0,6,12
54.0,98865.0,74.0,6,2
43.0,81681.0,83.0,6,6
47.0,94902.0,70.0,15,5
23.0,81573.0,85.0,5,4
37.0,85010.0,84.0,1,3
40.0,105312.0,65.0,10,3
38.0,88475.0,71.0,7,6
23.0,91739.0,78.0,7,4
46.0,96961.0,78.0,8,7
36.0,93965.0,70.0,9,9
25.0,91203.0,83.0,7,8
18.0,92920.0,82.0,12,2
41.0,109227.0,78.0,11,3
60.0,89539.0,74.0,8,10
25.0,91609.0,88.0,7,8
37.0,98405.0,93.0,7,6
46.0,98844.0,76.0,8,4
22.0,99496.0,75.0,9,6
30.0,95110.0,84.0,12,6
26.0,80856.0,77.0,5,6
45.0,103067.0,79.0,7,5
48.0,80829.0,86.0,6,5
37.0,92421.0,65.0,6,3
27.0,83966.0,91.0,2,5
31.0,89487.0,81.0,6,3
29.0,92630.0,77.0,7,7
25.0,92571.0,79.0,4,4
34.0,93375.0,80.0,2,5
41.0,102910.0,66.0,4,5
40.0,93628.0,92.0,5,1
35.0,88047.0,80.0,2,5
36.0,97713.0,84.0,9,4
34.0,99516.0,88.0,10,6
22.0,80179.0,72.0,6,11
37.0,94779.0,84.0,9,5
29.0,95609.0,78.0,10,5
22.0,87619.0,87.0,7,4
39.0,101006.0,63.0,7,7
29.0,88800.0,79.0,8,5
37.0,91005.0,75.0,5,5
43.0,88615.0,83.0,6,7
25.0,90125.0,84.0,5,5
36.0,81230.0,74.0,7,3
18.0,78480.0,74.0,10,1
50.0,102756.0,79.0,6,6
21.0,83224.0,73.0,7,1
30.0,82069.0,87.0,8,7
48.0,72773.0,77.0,7,4
33.0,84888.0,57.0,5,4
23.0,79415.0,77.0,8,5
42.0,103136.0,72.0,8,7
42.0,98079.0,67.0,9,2
29.0,84495.0,70.0,6,6
30.0,108019.0,81.0,2,3
31.0,97854.0,91.0,8,7
33.0,87401.0,83.0,3,4
18.0,70005.0,75.0,8,3
33.0,108328.0,84.0,7,3
53.0,78883.0,76.0,7,7
26.0,76837.0,74.0,12,4
29.0,98181.0,71.0,5,2
23.0,109518.0,66.0,5,8
41.0,101074.0,77.0,6,8
47.0,94511.0,81.0,17,4
47.0,94758.0,79.0,9,8
23.0,96827.0,77.0,6,4
40.0,96071.0,72.0,8,7
49.0,92250.0,85.0,11,1
40.0,90834.0,69.0,4,4
40.0,89499.0,86.0,7,4
30.0,83968.0,72.0,10,6
37.0,87755.0,74.0,12,7
47.0,76456.0,68.0,7,4
38.0,89213.0,76.0,6,5
23.0,82091.0,88.0,10,4
30.0,81171.0,84.0,4,6
47.0,91439.0,88.0,7,5
38.0,101136.0,84.0,10,6
36.0,97347.0,71.0,5,4
29.0,77436.0,77.0,10,3
47.0,82083.0,74.0,4,4
52.0,97526.0,91.0,7,5
48.0,82140.0,70.0,10,6
49.0,88203.0,87.0,12,3
31.0,94400.0,87.0,13,7
30.0,82253.0,95.0,6,4
33.0,90843.0,77.0,8,6
35.0,79328.0,86.0,8,5
49.0,85189.0,98.0,11,1
47.0,92558.0,75.0,9,5
40.0,77256.0,68.0,13,7
21.0,93524.0,65.0,9,5
18.0,89843.0,86.0,6,10
37.0,94420.0,65.0,11,4
44.0,91791.0,77.0,10,5
34.0,100913.0,83.0,3,4
54.0,91002.0,81.0,12,7
24.0,86565.0,83.0,9,7
23.0,90978.0,82.0,9,5
28.0,94346.0,90.0,4,7
28.0,90391.0,72.0,11,3
40.0,90325.0,75.0,9,4
31.0,84384.0,74.0,10,9
20.0,84697.0,87.0,8,5
44.0,78779.0,87.0,11,3
18.0,103997.0,84.0,6,8
24.0,80049.0,89.0,8,3
19.0,84457.0,71.0,6,8
37.0,84253.0,93.0,9,4
37.0,97159.0,92.0,7,3
54.0,87640.0,86.0,6,5
44.0,99982.0,94.0,5,7
49.0,84612.0,67.0,6,6
38.0,92232.0,76.0,4,3
25.0,83317.0,74.0,7,6
36.0,107161.0,86.0,11,5
41.0,80499.0,72.0,6,6
42.0,92479.0,86.0,6,5
30.0,95070.0,91.0,12,3
40.0,93310.0,86.0,3,6
26.0,88518.0,82.0,8,5
25.0,88961.0,72.0,8,6
24.0,90350.0,73.0,7,2
35.0,88824.0,90.0,7,5
23.0,97711.0,86.0,7,2
31.0,107684.0,80.0,13,5
44.0,85540.0,77.0,11,4
25.0,79042.0,64.0,11,2
30.0,89294.0,71.0,4,6
36.0,110638.0,95.0,7,7
37.0,83571.0,70.0,9,6
30.0,103113.0,82.0,10,9
43.0,103422.0,88.0,5,7
41.0,85571.0,70.0,10,5
46.0,94552.0,81.0,10,6
34.0,103027.0,88.0,11,1
30.0,86967.0,80.0,10,4
28.0,88371.0,103.0,3,8
38.0,85347.0,67.0,4,5
31.0,81882.0,88.0,1,2
29.0,84806.0,79.0,8,7
31.0,80208.0,86.0,17,3
28.0,90273.0,84.0,5,6
37.0,83840.0,74.0,7,9
21.0,91870.0,82.0,6,1
38.0,77553.0,65.0,8,5
42.0,92647.0,85.0,9,2
29.0,96668.0,82.0,7,8
54.0,74050.0,85.0,8,8
35.0,92992.0,88.0,10,5
19.0,99821.0,83.0,7,3
32.0,80323.0,81.0,12,4
36.0,103381.0,73.0,9,10
39.0,93352.0,74.0,8,5
32.0,84360.0,89.0,9,4
25.0,89554.0,91.0,4,5
24.0,94467.0,78.0,9,3
28.0,90608.0,80.0,6,6
29.0,94310.0,73.0,9,2
24.0,82635.0,89.0,10,6
28.0,91355.0,85.0,11,4
42.0,78690.0,96.0,7,10
51.0,89110.0,73.0,9,2
43.0,82769.0,77.0,4,8
48.0,84116.0,82.0,3,6
45.0,99889.0,85.0,8,4
43.0,98730.0,78.0,9,6
32.0,94873.0,73.0,8,5
36.0,81261.0,87.0,10,6
31.0,87469.0,86.0,7,3
33.0,99705.0,73.0,4,5
36.0,91134.0,91.0,7,7
42.0,108555.0,89.0,10,3
39.0,93147.0,81.0,10,6
33.0,91536.0,81.0,8,9
36.0,87527.0,84.0,8,5
39.0,91068.0,73.0,7,2
42.0,88780.0,80.0,6,1
20.0,95665.0,63.0,9,8
24.0,97654.0,87.0,15,4
46.0,83712.0,68.0,10,6
34.0,79350.0,92.0,11,9
31.0,75310.0,77.0,8,11
32.0,94064.0,78.0,5,3
32.0,81173.0,75.0,7,3
41.0,72777.0,78.0,8,3
24.0,93109.0,91.0,8,10
35.0,109944.0,60.0,11,5
37.0,89951.0,90.0,4,5
39.0,96708.0,83.0,8,6
37.0,90655.0,70.0,9,5
40.0,89209.0,71.0,5,2
29.0,97353.0,93.0,8,6
26.0,87678.0,72.0,8,4
60.0,92139.0,71.0,7,3
32.0,92574.0,89.0,9,5
33.0,84655.0,83.0,8,8
42.0,97936.0,72.0,11,6
51.0,88600.0,82.0,4,2
30.0,83954.0,72.0,9,4
25.0,94292.0,89.0,8,7
23.0,82812.0,88.0,4,6
51.0,90225.0,84.0,10,4
25.0,89927.0,83.0,5,4
35.0,98687.0,94.0,7,4
25.0,93798.0,80.0,10,5
21.0,89800.0,71.0,6,3
32.0,96542.0,84.0,4,1
26.0,101122.0,97.0,6,5
28.0,94462.0,72.0,11,4
55.0,90083.0,77.0,11,7
39.0,79505.0,83.0,11,5
44.0,81479.0,80.0,9,6
43.0,87558.0,72.0,8,7
34.0,85124.0,89.0,10,6
31.0,88504.0,99.0,6,5
37.0,90453.0,82.0,5,8
37.0,94238.0,73.0,11,8
29.0,89436.0,68.0,8,2
36.0,93892.0,82.0,8,2
28.0,90516.0,89.0,8,9
33.0,74196.0,84.0,9,4
32.0,82485.0,80.0,7,2
22.0,88847.0,75.0,4,7
18.0,80322.0,71.0,7,4
26.0,94799.0,87.0,9,6
53.0,102246.0,87.0,5,2
32.0,99750.0,68.0,9,4
43.0,88292.0,93.0,6,6
18.0,101926.0,85.0,12,6
25.0,91189.0,91.0,5,5
21.0,87303.0,69.0,9,3
33.0,85093.0,69.0,2,5
59.0,87580.0,79.0,11,5
40.0,86895.0,84.0,8,8
52.0,91363.0,94.0,10,8
32.0,91285.0,86.0,11,6
49.0,90024.0,78.0,8,1
56.0,93496.0,72.0,11,3
34.0,99525.0,90.0,9,5
30.0,97596.0,72.0,8,5
22.0,78121.0,93.0,11,5
32.0,69569.0,78.0,7,7
36.0,97475.0,93.0,8,3
55.0,79065.0,85.0,8,7
22.0,88202.0,79.0,14,1
36.0,80639.0,76.0,7,2
18.0,75584.0,77.0,8,10
31.0,94332.0,83.0,7,3
38.0,96073.0,81.0,10,2
40.0,85388.0,75.0,8,4
41.0,69272.0,79.0,5,8
39.0,85630.0,81.0,4,5
41.0,93134.0,63.0,4,4
35.0,78169.0,84.0,11,6
25.0,91467.0,72.0,8,9
18.0,89878.0,71.0,7,6
30.0,94634.0,67.0,6,5
34.0,90957.0,66.0,4,13
48.0,82215.0,69.0,4,5
34.0,99573.0,74.0,9,4
33.0,88732.0,96.0,10,5
39.0,89782.0,76.0,7,3
32.0,82534.0,81.0,9,7
43.0,86454.0,83.0,12,6
55.0,82922.0,81.0,8,2
57.0,88616.0,79.0,12,7
36.0,103694.0,70.0,14,4
38.0,79025.0,92.0,9,4
51.0,77092.0,94.0,8,2
34.0,101769.0,67.0,5,6
42.0,88325.0,72.0,6,4
24.0,84647.0,78.0,7,3
32.0,98319.0,72.0,10,6
47.0,85155.0,84.0,5,6
28.0,104608.0,74.0,6,9
34.0,95423.0,97.0,10,6
19.0,86097.0,90.0,6,3
55.0,107258.0,82.0,6,6
48.0,85154.0,88.0,2,6
37.0,95937.0,89.0,8,4
40.0,92394.0,75.0,8,7
39.0,100414.0,73.0,8,6
49.0,102492.0,81.0,11,3
30.0,90256.0,87.0,8,6
42.0,83973.0,81.0,7,9
46.0,93680.0,67.0,6,7
47.0,84578.0,74.0,7,8
18.0,106107.0,79.0,11,2
29.0,91092.0,79.0,9,4
25.0,87077.0,96.0,7,8
36.0,91477.0,69.0,4,4
18.0,79223.0,84.0,6,7
18.0,82227.0,92.0,15,7
57.0,99603.0,98.0,15,5
41.0,84745.0,77.0,5,1
36.0,81625.0,84.0,12,3
39.0,94293.0,85.0,11,5
36.0,99486.0,82.0,7,7
45.0,95752.0,79.0,8,8
29.0,97968.0,83.0,6,2
37.0,83946.0,60.0,11,4
37.0,78626.0,85.0,6,9
25.0,102011.0,81.0,10,6
48.0,87419.0,78.0,8,3
31.0,87993.0,96.0,8,10
45.0,100626.0,75.0,10,3
36.0,94450.0,77.0,11,9
51.0,93647.0,96.0,9,6
25.0,107320.0,73.0,8,2
24.0,84852.0,76.0,8,7
26.0,97423.0,79.0,8,2
36.0,90456.0,87.0,11,3
50.0,92149.0,82.0,6,2
51.0,102228.0,70.0,11,5
18.0,94063.0,76.0,3,0
37.0,94306.0,75.0,17,6
18.0,98580.0,79.0,9,4
43.0,87080.0,83.0,13,4
46.0,83286.0,83.0,8,5
35.0,81642.0,66.0,7,7
36.0,74269.0,89.0,4,5
36.0,106450.0,82.0,4,2
27.0,81174.0,91.0,11,5
39.0,88230.0,84.0,11,7
33.0,87785.0,89.0,6,5
44.0,92459.0,84.0,7,8
34.0,96526.0,91.0,9,5
26.0,96884.0,84.0,5,7
20.0,85335.0,79.0,10,9
18.0,88663.0,98.0,6,3
48.0,92261.0,87.0,5,7
30.0,88010.0,85.0,8,7
38.0,102859.0,70.0,8,3
53.0,93928.0,70.0,11,5
29.0,95879.0,82.0,11,3
29.0,95303.0,81.0,10,3
34.0,99388.0,75.0,10,7
35.0,91448.0,81.0,4,9
54.0,79625.0,93.0,6,9
51.0,93198.0,86.0,9,7
41.0,84789.0,71.0,9,4
49.0,85771.0,79.0,10,5
33.0,94691.0,74.0,7,8
38.0,99906.0,77.0,7,3
32.0,90170.0,77.0,11,4
22.0,92471.0,76.0,12,10
47.0,103618.0,70.0,7,8
40.0,91926.0,79.0,5,3
35.0,110813.0,76.0,6,1
35.0,94524.0,57.0,12,5
20.0,75914.0,96.0,8,2
25.0,96027.0,89.0,9,7
38.0,93049.0,77.0,13,4
30.0,100318.0,80.0,11,5
33.0,95385.0,71.0,5,3
34.0,88892.0,94.0,6,5
28.0,80206.0,95.0,10,8
25.0,88328.0,81.0,10,2
19.0,83196.0,88.0,10,5
34.0,85356.0,81.0,13,3
41.0,94709.0,69.0,7,4
19.0,103359.0,77.0,10,1
35.0,93157.0,81.0,11,8
38.0,80433.0,76.0,5,3
25.0,93557.0,78.0,8,7
49.0,99573.0,79.0,9,5
31.0,85122.0,79.0,5,5
34.0,88928.0,80.0,9,4
33.0,90118.0,72.0,4,8
18.0,83721.0,74.0,11,2
45.0,95186.0,70.0,5,4
25.0,89032.0,88.0,6,6
33.0,93356.0,63.0,16,3
41.0,82900.0,89.0,7,5
50.0,86500.0,91.0,10,7
24.0,95779.0,78.0,6,3
31.0,87017.0,59.0,5,3
49.0,103816.0,77.0,4,7
40.0,86803.0,79.0,8,4
42.0,91797.0,72.0,6,1
24.0,97461.0,76.0,7,6
31.0,78653.0,92.0,8,5
33.0,75914.0,85.0,10,3
26.0,77795.0,73.0,8,5
18.0,100101.0,67.0,8,5
30.0,85585.0,77.0,10,8
49.0,110466.0,78.0,14,5
36.0,85486.0,84.0,9,6
49.0,91476.0,76.0,11,4
37.0,102337.0,84.0,6,9
27.0,106049.0,95.0,6,4
48.0,106492.0,87.0,14,3
37.0,99667.0,80.0,10,4
45.0,98193.0,79.0,7,7
24.0,94740.0,77.0,14,7
45.0,96227.0,89.0,10,7
46.0,85591.0,75.0,8,9
38.0,83454.0,80.0,9,5
27.0,89973.0,80.0,9,6
35.0,88639.0,76.0,4,4
41.0,86374.0,69.0,4,5
37.0,95571.0,83.0,8,3
41.0,97642.0,80.0,10,4
45.0,90707.0,84.0,11,5
29.0,101820.0,76.0,10,5
23.0,80866.0,90.0,10,2
35.0,88451.0,73.0,7,6
32.0,84265.0,94.0,6,2
43.0,75068.0,66.0,5,8
24.0,89339.0,83.0,8,7
45.0,89026.0,84.0,6,7
49.0,102108.0,74.0,4,7
35.0,95046.0,83.0,11,9
36.0,81807.0,90.0,8,6
27.0,104833.0,62.0,7,5
30.0,99768.0,84.0,10,1
31.0,94657.0,60.0,12,4
49.0,88188.0,72.0,12,4
34.0,82324.0,93.0,9,4
22.0,87022.0,75.0,6,4
38.0,98710.0,71.0,6,7
43.0,105077.0,78.0,3,6
35.0,102346.0,97.0,4,3
50.0,86089.0,65.0,10,2
43.0,81043.0,72.0,16,5
25.0,91127.0,92.0,5,5
29.0,75852.0,95.0,6,4
37.0,92585.0,79.0,9,7
18.0,88819.0,70.0,6,10
38.0,86272.0,97.0,4,5
18.0,77242.0,93.0,7,4
45.0,94109.0,85.0,8,2
44.0,85738.0,74.0,13,3
40.0,80641.0,80.0,7,2
28.0,67022.0,79.0,8,9
37.0,89780.0,83.0,7,4
30.0,104178.0,92.0,5,4
25.0,103290.0,87.0,6,4
32.0,86343.0,71.0,8,8
42.0,85182.0,91.0,6,3
35.0,93750.0,83.0,9,4
50.0,82013.0,85.0,7,7
43.0,92414.0,92.0,9,5
42.0,96129.0,71.0,16,6
19.0,99815.0,80.0,10,6
32.0,89199.0,76.0,11,5
24.0,88371.0,67.0,2,7
33.0,82976.0,83.0,6,7
28.0,83385.0,100.0,8,6
31.0,88188.0,65.0,6,7
46.0,92939.0,80.0,10,4
40.0,97309.0,85.0,8,4
45.0,83575.0,81.0,7,7
19.0,101942.0,79.0,3,6
36.0,87831.0,70.0,5,5
45.0,89829.0,82.0,13,4
50.0,84022.0,74.0,4,10
20.0,70606.0,62.0,11,7
31.0,97072.0,90.0,12,6
45.0,95895.0,88.0,14,4
33.0,87749.0,80.0,13,8
26.0,90536.0,82.0,11,5
20.0,94128.0,89.0,4,6
26.0,77500.0,82.0,6,7
18.0,85768.0,87.0,10,4
36.0,96354.0,78.0,11,2
44.0,79966.0,90.0,4,6
22.0,92348.0,83.0,4,3
38.0,79147.0,82.0,5,4
43.0,93731.0,70.0,7,4
35.0,89715.0,82.0,7,4
19.0,77079.0,73.0,8,4
39.0,99318.0,75.0,6,5
34.0,84123.0,73.0,9,5
33.0,83518.0,71.0,10,5
30.0,91605.0,97.0,6,2
36.0,99189.0,91.0,14,2
40.0,81873.0,95.0,8,2
59.0,90493.0,70.0,6,2
36.0,93431.0,81.0,6,6
50.0,95545.0,70.0,9,3
39.0,91412.0,74.0,12,7
34.0,87064.0,73.0,12,4
36.0,83379.0,90.0,7,4
23.0,90689.0,77.0,4,7
38.0,81423.0,89.0,8,7
18.0,66629.0,85.0,9,6
26.0,93492.0,98.0,8,2
36.0,97231.0,68.0,11,1
47.0,71097.0,90.0,7,10
49.0,81922.0,89.0,16,7
33.0,94953.0,72.0,8,5
37.0,106460.0,88.0,5,4
45.0,90166.0,83.0,9,8
22.0,84176.0,78.0,11,5
39.0,88537.0,73.0,10,2
27.0,100999.0,74.0,9,6
33.0,84832.0,96.0,6,6
30.0,83606.0,80.0,8,7
39.0,86138.0,86.0,11,4
41.0,82373.0,74.0,6,7
44.0,90981.0,74.0,9,1
38.0,102997.0,89.0,6,9
37.0,92585.0,69.0,6,3
54.0,87981.0,77.0,10,8
20.0,87666.0,80.0,8,5
52.0,77494.0,81.0,6,5
32.0,97065.0,79.0,6,4
41.0,89377.0,83.0,8,7
32.0,88556.0,86.0,5,6
28.0,115545.0,86.0,11,4
40.0,92390.0,72.0,11,6
45.0,83986.0,78.0,3,4
40.0,86589.0,90.0,6,3
30.0,99188.0,87.0,8,5
70.0,90906.0,69.0,6,9
47.0,78494.0,83.0,13,2
44.0,97354.0,64.0,7,2
31.0,84655.0,80.0,5,7
29.0,104986.0,95.0,10,8
32.0,98640.0,72.0,14,3
46.0,86421.0,73.0,5,3
25.0,100248.0,86.0,2,4
24.0,90543.0,68.0,6,7
40.0,96822.0,75.0,6,6
38.0,93878.0,85.0,9,8
27.0,83229.0,75.0,12,5
24.0,84852.0,78.0,11,5
49.0,98240.0,86.0,10,6
39.0,87322.0,83.0,6,5
21.0,86771.0,82.0,12,10
22.0,82359.0,77.0,8,8
31.0,93389.0,83.0,8,5
42.0,106500.0,79.0,10,3
41.0,81460.0,84.0,8,7
